doc_id,url,title,description
10,https://www.wikipedia.org/wiki/Main_Page,"Wikipedia, the free encyclopedia","Wikipedia, the free encyclopedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn t..."
11,https://bh.wikipedia.org/wiki/%E0%A4%97%E0%A5%82%E0%A4%97%E0%A4%B2,गूगल - विकिपीडिया,गूगल - विकिपीडिया Jump to content Main menu Main menu move to sidebar लुकवाईं नेविगेशन मुख्य पन्ना बिसयसूची हाल के बदलाव अट्रेंडम पन्ना योगदान मदद अभ्यासपन्ना योगदान करीं अनुरोध वार्ता चौपाल समाज पन्न...
12,https://bjn.wikipedia.org/wiki/Google,"Google - Wikipidia Banjar, kindai pangatahuan","Google - Wikipidia Banjar, kindai pangatahuan Capil ka isi Ménu utama Ménu utama baalih ka bilah higa suhukakan Navigasi Laman tatambaian Paubahan pahanyarnya Garamaan Laman babarang Pawadahan Warung ..."
13,https://hsb.wikipedia.org/wiki/Google,Google - Wikipedija,Google - Wikipedija K wobsahej skočić Hauptmenü Hauptmenü Do bóčnicy přesunyć schować Nawigacija Hłowna strona Korčma Aktualne změny Připadny nastawk Pomoc Pytać Pytać Napohlad Darić Konto załožić Při...
14,https://en.wikipedia.org/wiki/Wikipedia:Contact_us,Wikipedia:Contact us - Wikipedia,Wikipedia:Contact us - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn t...
15,https://it.wikipedia.org/wiki/Google_(azienda),Google (azienda) - Wikipedia,Google (azienda) - Wikipedia Vai al contenuto Menu principale Menu principale sposta nella barra laterale nascondi Navigazione Pagina principale Ultime modifiche Una voce a caso Nelle vicinanze Vetrin...
16,https://cy.wikipedia.org/wiki/Google,Google - Wicipedia,Google - Wicipedia Neidio i'r cynnwys Prif ddewislen Prif ddewislen symud i'r bar ochr cuddio Llywio Hafan Porth y Gymuned Y Caffi Materion cyfoes Newidiadau diweddar Erthygl ar hap Cymorth Chwilio Ch...
17,https://kk.wikipedia.org/wiki/Google,Google — Уикипедия,Google — Уикипедия Мазмұнға өту Басты мәзір Басты мәзір бүйірлік тақтаға жылжыту жасыру Шарлау Басты бет Қауымдастық порталы Жуықтағы өзгерістер Жаңа беттер Кездейсоқ бет Видео сабақтар Анықтама Форум...
18,https://br.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Mont d’an endalc’had Meuziad pennañ Meuziad pennañ mont d’ar varrenn gostez kuzhat Merdeiñ Degemer Kemmoù diwezhañ Ur bajenn dre zegouezh Meneger hollek Pajennoù dibar Kemer perzh S...
19,https://ga.wikipedia.org/wiki/Google,Google - Vicipéid,Google - Vicipéid Jump to content Príomh-roghchlár Príomh-roghchlár move to sidebar folaigh Nascleanúint Príomhleathanach Tairseach chomhphobail Athruithe deireanacha Leathanach fánach Cabhair Leathan...
20,https://ceb.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Panguna nga menu Panguna nga menu move to sidebar tagoa Tabok-tabok Unang Panid Tubaan Mga bag-ong giusab Bisan unsang panid Tabang Pangita Pangitaa Appearance Mga d...
21,https://kn.wikipedia.org/wiki/%E0%B2%97%E0%B3%82%E0%B2%97%E0%B2%B2%E0%B3%8D,ಗೂಗಲ್ - ವಿಕಿಪೀಡಿಯ,ಗೂಗಲ್ - ವಿಕಿಪೀಡಿಯ ವಿಷಯಕ್ಕೆ ಹೋಗು ಪಟ್ಟಿ ಪಟ್ಟಿ move to sidebar ಮರೆ ಮಾಡಿ ಸಂಚರಣೆ ಮುಖ್ಯ ಪುಟ ಸಮುದಾಯ ಪುಟ ಪ್ರಚಲಿತ ಇತ್ತೀಚೆಗಿನ ಬದಲಾವಣೆಗಳು ಯಾವುದೋ ಒಂದು ಪುಟ ಸಹಾಯ ಅರಳಿ ಕಟ್ಟೆ ಹುಡುಕು ಹುಡುಕು ಗೋಚರ ದೇಣಿಗೆ ಹೊಸ ಖಾತೆ ತೆರೆಯಿ...
22,https://ka.wikipedia.org/wiki/Google,Google - ვიკიპედია,Google - ვიკიპედია შინაარსზე გადასვლა მთავარი მენიუ მთავარი მენიუ გადატანა გვერდით ზოლზე დამალვა ნავიგაცია მთავარი გვერდი თემატური ძიება რჩეული სტატიები შემთხვევითი გვერდი ახალი გვერდები მონაწილეობა ი...
23,https://ary.wikipedia.org/wiki/%DD%A3%D9%88%D9%88%DD%A3%D9%84,ݣووݣل - ويكيپيديا,ݣووݣل - ويكيپيديا انتقل إلى المحتوى الليستة الرئيسية الليستة الرئيسية حوّل ل لبانضة د الجنب خبّي لموسوعة الصفحة اللولة لأحدات اللخرة التبديلات اللخرة تبديلات عندها علاقة صفحات خاصة صفحة كيما كانت لمسا...
24,https://as.wikipedia.org/wiki/%E0%A6%97%E0%A7%81%E0%A6%97%E0%A6%B2,গুগল - অসমীয়া ৱিকিপিডিয়া,গুগল - অসমীয়া ৱিকিপিডিয়া সমললৈ যাওক মুখ্য মেনু মুখ্য মেনু পাৰ্শ্বদণ্ডলৈ যাওক লুকুৱাওক দিশ-নিৰ্দেশনা বেটুপাত ৰাইজৰ চ'ৰা ৱিকিপত্ৰিকা শেহতীয়া সাল-সলনি যিকোনো পৃষ্ঠা সহায় সন্ধান কৰক অনুসন্ধান অৱয়ব দা...
25,https://eo.wikipedia.org/wiki/Google,Google - Vikipedio,Google - Vikipedio Saltu al enhavo Ĉefa menuo Ĉefa menuo movigi al flanka panelo kaŝi Navigado Ĉefpaĝo Komunuma portalo Diskutejo Aktualaĵoj Lastaj ŝanĝoj Novaj paĝoj Hazarda paĝo Helpo Serĉi Serĉi As...
26,https://lij.wikipedia.org/wiki/Google_(azienda),Google (azienda) - Wikipedia,Google (azienda) - Wikipedia Sâta a-o contegnûo Menù prinçipâ Menù prinçipâ méscia inta bâra laterâle ascóndi Navegaçión Pàgina prinçipâ Ùrtimi cangiaménti 'Na pàgina abrétio Inti contórni Agiùtto Com...
27,https://ia.wikipedia.org/wiki/Google,"Google - Wikipedia, le encyclopedia libere","Google - Wikipedia, le encyclopedia libere Saltar al contento Menu principal Menu principal displaciar verso le barra lateral celar Navigation Pagina principal Portal del communitate Modificationes re..."
28,https://www.wikipedia.org/wiki/Help:Introduction,Help:Introduction - Wikipedia,Help:Introduction - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to e...
29,https://www.wikipedia.org/wiki/Wikipedia:File_upload_wizard,Wikipedia:File upload wizard - Wikipedia,Wikipedia:File upload wizard - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help...
30,https://www.wikipedia.org/wiki/Wikipedia:About,Wikipedia:About - Wikipedia,Wikipedia:About - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to edi...
31,https://hr.wikipedia.org/wiki/Google_(tvrtka),Google (tvrtka) – Wikipedija,Google (tvrtka) – Wikipedija Prijeđi na sadržaj Glavni izbornik Glavni izbornik premjesti sakrij Orijentacija Glavna stranica Sadržaj Slučajna stranica Nedavne promjene Kafić Pomoć Traži Traži Izgled ...
32,https://dty.wikipedia.org/wiki/%E0%A4%97%E0%A5%81%E0%A4%97%E0%A4%B2,गुगल - विकिपिडिया,गुगल - विकिपिडिया सामग्रीमा जानुहोस् मुख्य सूचीपत्र मुख्य सूचीपत्र बाँया खण्डमा सार्नुहोस् लुकाउनुहोस् पथप्रदर्शन मुख्य पन्ना सामाजिक पोर्टल आजभोलका घटना नौला फेरबदली क्रमरहित पन्ना मद्दत सहायता चौपात...
33,https://gu.wikipedia.org/wiki/%E0%AA%97%E0%AB%82%E0%AA%97%E0%AA%B2,ગૂગલ - વિકિપીડિયા,ગૂગલ - વિકિપીડિયા લખાણ પર જાઓ મુખ્ય મેનુ મુખ્ય મેનુ બાજુમાં ખસેડો છુપાવો ભ્રમણ મુખપૃષ્ઠ ચોતરો તાજા ફેરફારો કોઈ પણ એક પાનું મદદ શોધો શોધો દેખાવ દાન આપો ખાતું બનાવો પ્રવેશ વ્યક્તિગત સાધનો દાન આપો Contri...
34,https://eu.wikipedia.org/wiki/Google,"Google - Wikipedia, entziklopedia askea.","Google - Wikipedia, entziklopedia askea. Edukira joan Menu nagusia Menu nagusia mugitu alboko barrara ezkutatu Nabigazioa Azala Txikipedia Ikusgela Txokoa Aldaketa berriak Ausazko orria Laguntza Bilat..."
35,https://kbp.wikipedia.org/wiki/Google,Google — Wikipediya,Google — Wikipediya Aller au contenu Menu principal Menu principal déplacer vers la barre latérale masquer Tʋʋzɩtʋ Talɩ ɖeu Ŋgbɛyɛ Wayɩ wayɩ ñɔɔzɩtʋ Takayɩhayʋʋ nakʋyʋ yem Sɩnaʋ Takayɩhatʋ ndɩ Ñɩnɩ Ñɩ...
36,https://azb.wikipedia.org/wiki/%D9%82%D9%88%D9%82%D9%84,قوقل - ویکی‌پدیا,قوقل - ویکی‌پدیا پرش به محتوا منوی اصلی منوی اصلی انتقال به نوار کناری نهفتن دوْلانماق آنا صفحه کند مئیدانی سوْن دَییشیکلیکلر تصادوفی صفحه کؤمک اؤزل صفحه‌لر آختار آختار ظاهر باغیشلا حساب یارات گیریش ا...
37,https://ban.wikipedia.org/wiki/Google,Google - Wikipédia,Google - Wikipédia Cebur nuju daging Menu utama Menu utama gingsirang nuju sidebar engkebang Navigasi Kaca utama Kori sekaa Uahan sané mangkin Kaca ulah-aluh Wantuan Rereh Rereh Tampilan Puniaang Kard...
38,https://awa.wikipedia.org/wiki/%E0%A4%97%E0%A5%82%E0%A4%97%E0%A4%B2,गूगल - विकिपीडिया,गूगल - विकिपीडिया सामग्री पर जाएँ मुख्य मेन्यू मुख्य मेन्यू साइडबार पर जाएँ छुपाएँ घुमाई प्रधान पन्ना समाज प्रधानपन्ना नँवा बदलाव कवनो एक पन्ना मदद खास पन्ना खोजा जाय खोजा जाय दिखावट दान किहा जाय खाता...
39,https://ha.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Main menu Main menu move to sidebar hide Shawagi Babban shafi Kofan al'umma Labarai Sauye-sauyen baya-bayan nan Shafin cinke Tutorial Binciko Binciko Appearance Bada...
40,https://ko.wikipedia.org/wiki/%EA%B5%AC%EA%B8%80,"구글 - 위키백과, 우리 모두의 백과사전","구글 - 위키백과, 우리 모두의 백과사전 본문으로 이동 주 메뉴 주 메뉴 사이드바로 이동 숨기기 둘러보기 대문 최근 바뀜 요즘 화제 임의의 문서로 사용자 모임 사랑방 사용자 모임 관리 요청 편집 안내 소개 도움말 정책과 지침 질문방 검색 검색 보이기 기부 계정 만들기 로그인 개인 도구 기부 계정 만들기 로그인 로그아웃한 편집자를 위한 문서 더 알아보기 기여..."
41,https://be-tarask.wikipedia.org/wiki/Google,Google — Вікіпэдыя,Google — Вікіпэдыя Перайсьці да зьместу Галоўнае мэню Галоўнае мэню перанесьці ў бакавую панэль схаваць Навігацыя Галоўная старонка Выпадковы артыкул Рубрыкацыя Абраныя артыкулы Удзел Паведаміць пра п...
42,https://id.wikipedia.org/wiki/Google,"Google - Wikipedia bahasa Indonesia, ensiklopedia bebas","Google - Wikipedia bahasa Indonesia, ensiklopedia bebas Lompat ke isi Menu utama Menu utama pindah ke bilah sisi sembunyikan Navigasi Halaman Utama Daftar isi Perubahan terbaru Artikel pilihan Peristi..."
43,https://ku.wikipedia.org/wiki/Google,Google - Wîkîpediya,Google - Wîkîpediya Here naverokê Menuya esasî Menuya esasî Here menuya kêlekê veşêre Navîgasyon Destpêk · Sereta Bûyerên rojane Rûpeleke ketober Beşdarî Portala komê Dîwana Wîkîpediyayê Guhartinên da...
44,https://lo.wikipedia.org/wiki/%E0%BA%81%E0%BA%B9%E0%BB%80%E0%BA%81%E0%BA%B4%E0%BA%A5,ກູເກິລ - ວິກິພີເດຍ,ກູເກິລ - ວິກິພີເດຍ Jump to content Main menu Main menu move to sidebar hide ປ້າຍບອກທາງ ໜ້າຫຼັກ ປະຕູສູ່ຊຸມຊົນ ປ່ຽນແປງຫຼ້າສຸດ ສຸ່ມບົດຄວາມ ວິທີໃຊ້ ຊອກຫາ ຊອກຫາ Appearance ບໍລິຈາກໃຫ້ວິກິພີເດຍ ສ້າງບັນຊີ ເຂົ...
45,https://af.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Gaan na inhoud Hoofkieslys Hoofkieslys skuif na kantbalk versteek Navigasie Tuisblad Geselshoekie Onlangse wysigings Inligting oor Wikipedia Kontakblad Sandput SEARCH <!-- doen dit ...
46,https://zu.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Main menu Main menu move to sidebar fihla intilozo Ikhasi Elikhulu Isikhungo sezingxoxo Izinguquko ezisandakwenzeka umgagamelwa Usizo Amakhasi abalulekile Bheka Bhek...
47,https://jv.wikipedia.org/wiki/Google,Google - Wikipédia,Google - Wikipédia Menyang kontèn Menu utama Menu utama lih menyang wilah sisih dhelikaké Pandhu Arah Pendhapa Paguyuban Warta anyar Owahan anyar Kaca anyar Kaca sembarang Pitulung Angkringan Bak wedh...
48,https://ang.wikipedia.org/wiki/Google,"Google - Wikipǣdia, sēo frēo wīsdōmbōc","Google - Wikipǣdia, sēo frēo wīsdōmbōc Jump to content Heafodlic cyrewrit Heafodlic cyrewrit move to sidebar hide Þurhfor Heafodtramet Gemǣnscipes Ingang Se Þorpes Wella Bewitendas Nīwlica andwendunga..."
49,https://gl.wikipedia.org/wiki/Google,"Google - Wikipedia, a enciclopedia libre","Google - Wikipedia, a enciclopedia libre Saltar ao contido Menú principal Menú principal mover á barra lateral agochar Navegación Portada Portal da comunidade A Taberna Actualidade Cambios recentes Ar..."
50,https://mk.wikipedia.org/wiki/%D0%93%D1%83%D0%B3%D0%BB,Гугл — Википедија,Гугл — Википедија Прејди на содржината Главно мени Главно мени премести во страничникот скриј Прегледник Главна страница Што е Википедија? Избрана содржина Случајна страница Портал технички Тековни на...
51,https://az.wikipedia.org/wiki/Google,Google — Vikipediya,Google — Vikipediya Məzmuna keç Əsas menyu Əsas menyu yan panelə köçür gizlə Naviqasiya Ana səhifə Kənd meydanı İcma portalı Son dəyişikliklər Təsadüfi məqalə Xüsusi səhifələr Layihələr Seçilmiş məqal...
52,https://io.wikipedia.org/wiki/Google,Google - Wikipedio,Google - Wikipedio Irez a kontenajo Chef-menuo Chef-menuo movar a latera panelo celez Navigado Chefpagino Portalo di la komunitato Recenta chanji Pagino hazarde Helpo Specala pagini Serchuro Serchez A...
53,https://rn.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Main menu Main menu move to sidebar hide Gushakisha Urupapuro nyamukuru Ubwinjiriro rusangi Impinyanyuro ziheruka Urupapuro rushoboka Gufasha Impapuro zisangije Rond...
54,https://gv.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Main menu Main menu move to sidebar hide Stiureydys Ard-ghuillag Ynnyd y phobble Caghlaaghyn s'noa Duillag gyn tort Cooney Duillagyn er lheh Ronsee Ronsee Appearance...
55,https://ht.wikipedia.org/wiki/Google,Google — Wikipedya,Google — Wikipedya Aller au contenu Menu principal Menu principal déplacer vers la barre latérale kache Navige Paj Prensipal Paj Kominote Kafe Chanjman resan Paj oaza Èd Rechèch Chèche Apparence Fè yo...
56,https://www.wikipedia.org/wiki/Special:RecentChanges,Recent changes - Wikipedia,Recent changes - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to edit...
57,https://am.wikipedia.org/wiki/%E1%8C%89%E1%8C%8D%E1%88%8D,ውክፔዲያ - ጉግል,ውክፔዲያ - ጉግል Jump to content Main menu Main menu move to sidebar hide የማውጫ ቁልፎች ዋና ገጽ የተመደበ ማውጫ በቅርብ ጊዜ የተለወጡ ማናቸውንም ለማየት እርዳታ ምንጭጌ ወቅታዊ ጉዳዮች (ዜና) ልዩ ገጾች ፍለጋ ፍለጋ Appearance መዋጮ ለመስጠት የብዕር ስም ለማውጣት ለመግባ...
58,https://donate.wikimedia.org/?wmf_source=donate&wmf_medium=sidebar&wmf_campaign=en.wikipedia.org&uselang=en,Make your donation now - Wikimedia Foundation,"Donate to the Wikimedia Foundation, the nonprofit that hosts Wikipedia and other crucial free knowledge projects. Each year, the generosity of the 2% of readers who donate allows us to expand the reach of Wikipedia and its sister projects. Our goal is to ensure knowledge remains freely available for generations to come and for that, we need your support."
59,https://bo.wikipedia.org/wiki/%E0%BD%80%E0%BD%BC%E0%BC%8B%E0%BD%80%E0%BD%B2%E0%BD%A0%E0%BD%B2%E0%BC%8B%E0%BD%82%E0%BE%B3%E0%BD%B4%E0%BC%8B%E0%BD%91%E0%BD%96%E0%BE%B1%E0%BD%84%E0%BD%A6%E0%BC%8D_(Google),ཀོ་ཀིའི་གླུ་དབྱངས། (Google) - Wikipedia,ཀོ་ཀིའི་གླུ་དབྱངས། (Google) - Wikipedia Jump to content Main menu Main menu move to sidebar hide དཀར་ཆག གཙོ་གནད་ཤོག་ངོས། ཁོངས་མི་འདུ་ར། ཉེ་བའི་བཟོ་བཅོས། རང་མོས་ཤོག་ངོས། རོགས་རམ། དམིཊ་བསལ་གྱི་བཟོ་བཅོས།...
60,https://ky.wikipedia.org/wiki/Google_(%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F),Google (компания) - Википедия,Google (компания) - Википедия Мазмунга өтүү Иш тилкеси Иш тилкеси каптал тилкесине жылдыруу жашыруу Багыттоо Башкы барак Жамаат порталы Соңку өзгөрүүлөр Туш келди макала Жардам Атайын барактар Издөө И...
61,https://bcl.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Main menu Main menu move to sidebar hide Paglibot Panginot na pahina Portal kan komunidad Dai pa sana nahahaloy na pagbabago Dawa anong pahina Tabang Espesyal na mga...
62,https://is.wikipedia.org/wiki/Google,"Google - Wikipedia, frjálsa alfræðiritið","Google - Wikipedia, frjálsa alfræðiritið Fara í innihald Aðalvalmynd Aðalvalmynd færa í hliðarstiku fela Flakk Forsíða Úrvalsefni Efnisyfirlit Handahófsvalin síða Hjálp Verkefnið Nýlegar breytingar Ný..."
63,https://da.wikipedia.org/wiki/Google,"Google - Wikipedia, den frie encyklopædi","Google - Wikipedia, den frie encyklopædi Spring til indhold Hovedmenu Hovedmenu flyt til sidebjælken skjul Navigation Forside Kategorier Fremhævet indhold Tilfældig side Tilfældige artikler Aktuelt de..."
64,https://gan.wikipedia.org/wiki/Google,Google - 維基百科,Google - 維基百科 跳至內容 主菜單 主菜單 移至側邊欄 收到 導航 封面 新出嗰事 隨機文章 頂晏嗰改動 交流 社區首頁 廳下裏 方針同指引 幫助 尋 尋 外觀 捐款 新開隻帳戶 登入 個人工具 捐款 新開隻帳戶 登入 用於已登出編輯者的頁面 了解更多 貢獻 談詑 Google 175種語言 Afrikaans አማርኛ Pangcah Ænglisc Obolo العربية الد...
65,https://ast.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Saltar al conteníu Menú principal Menú principal mover a la barra llateral despintar Navegación Portada Portal de la comunidá Cambeos recién Páxina al debalu Ayuda Buscar Guetar Apa...
66,https://lt.wikipedia.org/wiki/Google,Google – Vikipedija,Google – Vikipedija Pereiti prie turinio Pagrindinis meniu Pagrindinis meniu move to sidebar paslėpti Naršymas Pagrindinis puslapis Bendruomenės puslapis Forumas Naujausi keitimai Atsitiktinis straips...
67,https://be.wikipedia.org/wiki/Google,Google — Вікіпедыя,Google — Вікіпедыя Перайсці да зместу Галоўнае меню Галоўнае меню перанесці да бакавой панэлі схаваць Навігацыя Галоўная старонка Супольнасць Апошнія змены Новыя старонкі Форум Выпадковая старонка Дав...
68,https://ml.wikipedia.org/wiki/%E0%B4%97%E0%B5%82%E0%B4%97%E0%B4%BF%E0%B5%BE,ഗൂഗിൾ - വിക്കിപീഡിയ,ഗൂഗിൾ - വിക്കിപീഡിയ ഉള്ളടക്കത്തിലേക്ക് പോവുക പ്രധാന മെനു പ്രധാന മെനു സൈഡ്‌ബാറിലേക്ക് മാറ്റുക മറയ്ക്കുക ഉള്ളടക്കം പ്രധാന താൾ ഉള്ളടക്കം സമകാലികം പുതിയ താളുകൾ ഏതെങ്കിലും താൾ പങ്കാളിത്തം ലേഖനം തുടങ്ങുക സമ...
69,https://fo.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigatión Forsíða Bólkar Tilvildarlig síða Núverandi hendingar Luttøka Vælkomin Undirhúsið Høvundaforsíða Seinastu broyting...
70,https://ca.wikipedia.org/wiki/Google,"Google - Viquipèdia, l'enciclopèdia lliure","Google - Viquipèdia, l'enciclopèdia lliure Vés al contingut Menú principal Menú principal mou a la barra lateral amaga Navegació Portada Article a l'atzar Articles de qualitat Pàgines especials Comuni..."
71,https://lv.wikipedia.org/wiki/Google,Google — Vikipēdija,Google — Vikipēdija Pāriet uz saturu Galvenā izvēlne Galvenā izvēlne pārvietot uz sānjoslu paslēpt Navigācija Sākumlapa Kopienas portāls Aktualitātes Pēdējās izmaiņas Nejauša lapa Palīdzība Paziņot pa...
72,https://mi.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Jump to content Main menu Main menu move to sidebar huna Papa aratohu Whārangi matua Tomokanga hapori Wikipedia:Kōrero Ngā huringa hou Tūpono haere Whakamārama Rapu Rapu Appearance ...
73,https://la.wikipedia.org/wiki/Google,Google - Vicipaedia,Google - Vicipaedia Jump to content Main menu Main menu move to sidebar hide Navigatio Pagina prima Novissima Pagina fortuita Categoriae Nuper mutata Paginae speciales Communitas Invitatio Taberna Aux...
74,https://zh-min-nan.wikipedia.org/wiki/Google,Google – Wikipedia,Google – Wikipedia 跳至內容 Tsú-suán-tuann Tsú-suán-tuann 移至側邊欄 Bih Se̍h chām Thâu-ia̍h Bûn-chiuⁿ bo̍k-chhù Sûi-chāi kéng ia̍h Sin-bûn sū-kiāⁿ Pian-chi̍p Soat-bêng Siā-lí mn̂g-chhùi-kháu Thó-lūn Chòe-kīn ...
75,https://xmf.wikipedia.org/wiki/Google,Google — ვიკიპედია,Google — ვიკიპედია დინორეშა გინულა თარი მენიუ თარი მენიუ გინოღალა ელახიან ღოზიშა ტყობინაფა ნავიგაცია დუდხასჷლა ჯარალუაშ ხასჷლეფი ასეიანი თირუეფი ნამდგარენ ხასჷლა მოხვარა გჷშაკერძაფილი ხასჷლეფი გორუა გ...
76,https://hi.wikipedia.org/wiki/%E0%A4%97%E0%A5%82%E0%A4%97%E0%A4%B2,गूगल - विकिपीडिया,गूगल - विकिपीडिया सामग्री पर जाएँ मुख्य मेन्यू मुख्य मेन्यू साइडबार पर जाएँ छुपाएँ परिभ्रमण मुखपृष्ठ चौपाल हाल में हुए परिवर्तन हाल की घटनाएँ समुदाय प्रवेशद्वार निर्वाचित विषयवस्तु यादृच्छिक लेख योगदा...
77,https://cv.wikipedia.org/wiki/Google_(%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8),Google (компани) — Википеди,Google (компани) — Википеди Контент патне куҫ Тӗп меню Тӗп меню айккинчи панеле куҫарса ларт пытар Навигаци Тӗп страница А-Я индекс Ҫӗнӗ страницӑсем Улшăннисем Ăнсăртран лекнĕ страница Хыпарсем Хутшăн...
78,https://www.wikipedia.org/wiki/Wikipedia:Contents,Wikipedia:Contents - Wikipedia,Wikipedia:Contents - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contribute Help Learn to ...
79,https://bar.wikipedia.org/wiki/Google,Google – Boarische Wikipedia,Google – Boarische Wikipedia Zum Inhalt springen Hauptmenü Hauptmenü In die Seitenleiste verschieben vastegga Navigazión Hoamseiten Zuafoisartikl ThemenPortal Lezde Endarunga Neie Artike Gmoa AutornKa...
80,https://gor.wikipedia.org/wiki/Google,Google - Wikipedia,Google - Wikipedia Lompat ke isi Menu uda'a Menu uda'a pindah ke bilah sisi wanto'a Navigasi Palepelo Būbu'a lēmbo'a Boheli loboli'a mola Halaman totonula Wikipedia Tomimbihu Wikipedia Wubodu Baki lo ...
81,https://www.wikipedia.org/wiki/Special:MyContributions,User contributions for 103.211.54.24 - Wikipedia,User contributions for 103.211.54.24 - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact us Contrib...
